"ENROLLMENT ID - BUYER","ENROLLMENT STATE - BUYER","PROVIDER TYPE CODE - BUYER","PROVIDER TYPE TEXT - BUYER","NPI - BUYER","MULTIPLE NPI FLAG - BUYER","CCN - BUYER","ASSOCIATE ID - BUYER","ORGANIZATION NAME - BUYER","DOING BUSINESS AS NAME - BUYER","CHOW TYPE CODE","CHOW TYPE TEXT","EFFECTIVE DATE","ENROLLMENT ID - SELLER","ENROLLMENT STATE - SELLER","PROVIDER TYPE CODE - SELLER","PROVIDER TYPE TEXT - SELLER","NPI - SELLER","MULTIPLE NPI FLAG - SELLER","CCN - SELLER","ASSOCIATE ID - SELLER","ORGANIZATION NAME - SELLER","DOING BUSINESS AS NAME - SELLER"
O20180705001197,KY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1952893620,N,188512,7416842364,EMHFL INC,EPHRAIM MCDOWELL GARRARD CLINIC,CH,CHANGE OF OWNERSHIP,07/01/2018,O20120214000570,KY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1518240969,N,188910,7517876956,EPHRAIM MCDOWELL HEALTH RESOURCE INC,EPHRAIN MCDOWELL GARRARD CLINIC
O20180705001922,KY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1689166274,N,188515,8527957448,THE JAMES B HAGGIN MEMORIAL HOSPITAL INC,HARRODSBURG FAMILY MEDICAL CENTER,CH,CHANGE OF OWNERSHIP,07/01/2018,O20030306000007,KY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1174678643,N,183906,7517876956,EPHRAIM MCDOWELL HEALTH RESOURCE INC,HARRODSBURG FAMILY MEDICINE CENTER
O20180709000492,KY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1023500618,N,183430,7416842364,EMHFL INC,LIBERTY FAMILY MEDICAL CENTER,CH,CHANGE OF OWNERSHIP,07/01/2018,O20100526000727,KY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1689729832,N,183430,3375506447,EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER INCORPORATED,LIBERTY FAMILY MEDICAL CENTER
O20180709000822,KY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1851883441,N,188513,7416842364,EMHFL INC,NORTH GARRARD FAMILY MEDICAL CENTER,CH,CHANGE OF OWNERSHIP,07/01/2018,O20070731000343,KY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1417002114,N,183861,7517876956,EPHRAIM MCDOWELL HEALTH RESOURCE INC,NORTH GARRARD FAMILY MEDICAL CENTER
O20180709000994,KY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1770075491,N,188514,8527957448,THE JAMES B HAGGIN MEMORIAL HOSPITAL INC,EPHRAIM MCDOWELL SPRINGFIELD FAMILY MEDICAL CENTER,CH,CHANGE OF OWNERSHIP,07/01/2018,O20070731000330,KY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1881749927,N,183905,7517876956,EPHRAIM MCDOWELL HEALTH RESOURCE INC,EPHRAIM MCDOWELL SPRINGFIELD FAMILY MEDICAL CENTER
O20180710001664,KY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1205328895,N,188516,7416842364,EMHFL INC,FORT LOGAN WALK-IN & PRIMARY CARE,CH,CHANGE OF OWNERSHIP,07/01/2018,O20051205000029,KY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1386799757,N,183904,7517876956,EPHRAIM MCDOWELL HEALTH RESOURCE INC,STANFORD MEDICAL PARK
O20180719000869,CA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1396246633,N,058696,4183901978,"COLUSA MEDICAL CENTER, LLC",COLUSA MEDICAL CENTER,CH,CHANGE OF OWNERSHIP,08/01/2018,O20160909001002,CA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1609222512,N,058696,3072421197,ADVENTIST HEALTH CLEARLAKE HOSPITAL INC.,ADVENTIST HEALTH CLEAR LAKE
O20180730001519,CA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1578064846,N,058697,4183901978,"COLUSA MEDICAL CENTER, LLC",COLUSA MEDICAL CENTER,CH,CHANGE OF OWNERSHIP,08/01/2018,O20160909002390,CA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1508212424,N,058697,3072421197,ADVENTIST HEALTH CLEARLAKE HOSPITAL INC.,ADVENTIST HEALTH CLEAR LAKE
O20180730001593,OK,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1639877871,N,378514,8022901396,COAL COUNTY GENERAL HOSPITAL,EASTERN OKLAHOMA HEALTH CLINIC OF ATOKA,CH,CHANGE OF OWNERSHIP,01/01/2018,O20040308000495,OK,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1235309584,N,373862,1355239708,"ABC MEDICAL CLINIC, INC PLLC",
O20180815002381,KY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1174016281,N,183442,8123293818,"ARH MARY BRECKINRIDGE HEALTH SERVICES, INC.",ARH PRIMARY CARE ASSOCIATES - NJ,CH,CHANGE OF OWNERSHIP,07/01/2018,O20081113000607,KY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1487689519,N,183442,4183641400,SAINT JOSEPH HEALTH SYSTEM INC,MARTIN CLINIC
O20180830001728,IL,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1821099441,Y,148597,9335049980,MARSHALL BROWNING HOSPITAL ASSOCIATION,MBH EAST MEDICAL CLINIC,CH,CHANGE OF OWNERSHIP,06/28/2019,O20090128000084,IL,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1609864750,N,148924,6507920071,CRAIG W FURRY,CRAIG W FURRY MD
O20180830002621,KY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1629561733,N,183440,8123293818,"ARH MARY BRECKINRIDGE HEALTH SERVICES, INC.",ARH PRIMARY CARE ASSOCIATES - NI,CH,CHANGE OF OWNERSHIP,07/01/2018,O20100325000144,KY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1184651994,N,183440,4183641400,SAINT JOSEPH HEALTH SYSTEM INC,SETON FAMILY HEALTH CENTER
O20180918001872,MI,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1265910343,N,238708,5092750356,ASCENSION BORGESS ALLEGAN HOSPITAL,ALLEGAN MEDICAL CLINIC,CH,CHANGE OF OWNERSHIP,08/01/2018,O20070209000614,MI,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1134281223,N,233823,8325048622,ALLEGAN PROFESSIONAL HEALTH SERVICES INC,ALLEGAN MEDICAL CLINIC
O20180918002956,KS,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1073003992,N,178576,5597016378,UKHS GREAT BEND LLC,ST. ROSE MEDICAL PAVILION,CH,CHANGE OF OWNERSHIP,08/01/2018,O20130321000250,KS,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1811234818,N,178576,2567374788,GREAT BEND REGIONAL HOSPITAL LLC,CENTRAL KANSAS FAMILY PRACTICE
O20180926003639,KS,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1245720168,N,178557,5597016378,UKHS GREAT BEND LLC,THE UNIVERSITY OF KANSAS HEALTH SYSTEM GREAT BEND CAMPUS,CH,CHANGE OF OWNERSHIP,08/01/2018,O20100215000836,KS,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1801022074,Y,178557,2567374788,GREAT BEND REGIONAL HOSPITAL LLC,HEARTLAND REGIONAL HEALTH CLINIC
O20181020000227,TX,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1831674209,N,673468,4587842315,JACK COUNTY HOSPITAL DISTRICT,FCH RURAL HEALTH CLINIC ALVORD,CH,CHANGE OF OWNERSHIP,11/01/2018,O20060912000480,TX,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1740237148,N,453934,0648217968,"ALVORD MEDICAL CLINIC, PA",
O20181206003421,GA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1912430224,N,118509,7810263589,LIFEBRITE HOSPITAL GROUP OF EARLY LLC,LIFEBRITE FAMILY MEDICAL OF EARLY,CH,CHANGE OF OWNERSHIP,11/01/2017,O20101116000239,GA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1720393895,N,118509,9537353008,"PIONEER HEALTH SERVICES OF EARLY COUNTY, LLC",PIONEER FAMILY MEDICAL OF EARLY
O20181217002718,TX,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1033687900,N,458896,6002150729,GAINESVILLE COMMUNITY HOSPITAL INC,NTMC HEALTH COMPLETE CARE,CH,CHANGE OF OWNERSHIP,12/01/2018,O20110120000327,TX,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1346542115,N,458896,7315835485,GAINESVILLE HOSPITAL DISTRICT,COOKE COUNTY MEDICAL CENTER
O20181231000798,SC,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1639653751,N,423436,1557606118,SELF REGIONAL HEALTHCARE PARTNERS,EDGEFIELD MEDICAL CENTER,CH,CHANGE OF OWNERSHIP,01/01/2019,O20080721000671,SC,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1417110032,N,423436,8123922788,EDGEFIELD COUNTY HOSPITAL,PEACH TREE MEDICAL CENTER
O20190104001647,AZ,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1770700767,N,033840,8729205737,SUMMIT HEALTHCARE MEDICAL ASSOCIATES,SUMMIT HEALTHCARE FAMILY MEDICINE AT BISON RANCH,CH,CHANGE OF OWNERSHIP,01/01/2019,O20111020000568,AZ,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1770700767,N,038501,3779568647,SUMMIT HEALTHCARE ASSOCIATION,SUMMIT HEALTHCARE FAMILY MEDICINE AT BISON RANCH
O20190109002710,WA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1659809457,N,508581,4082980065,SHC MEDICAL CENTER TOPPENISH,ASTRIA HEALTH,CH,CHANGE OF OWNERSHIP,01/25/2019,O20171012002420,WA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1659809457,N,508581,1658280896,SUNNYSIDE COMMUNITY HOSPITAL ASSOCIATION,VINTAGE VALLEY FAMILY MED
O20190128002159,TX,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1508339219,N,673471,5395786180,NOCONA HOSPITAL DISTRICT,NGH RURAL HEALTH CLINIC NOCONA,CH,CHANGE OF OWNERSHIP,01/01/2019,O20100518000357,TX,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1750501417,N,453876,3072661354,"NOCONA MEDICAL CLINIC, P.A.",
O20190131002196,TX,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1588137103,N,673472,5395786180,NOCONA HOSPITAL DISTRICT,NGH RURAL HEALTH CLINIC SAINT JO,CH,CHANGE OF OWNERSHIP,01/01/2019,O20090423000788,TX,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1821269010,N,673801,3072661354,"NOCONA MEDICAL CLINIC, P.A.",SAINT JO HEALTHCARE CENTER
O20190220000146,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1417424151,N,263830,9931007929,SAINT FRANCIS MEDICAL CENTER,SAINT FRANCIS CLINIC CHARLESTON,CH,CHANGE OF OWNERSHIP,01/01/2019,O20091026000713,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1922332766,N,263830,8123926722,FERGUSON MEDICAL GROUP RURAL HEALTH CENTER INC,FERGUSON MEDICAL GROUP
O20190226002216,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1033686886,N,268933,9931007929,SAINT FRANCIS MEDICAL CENTER,SAINT FRANCIS CLINIC SCOTT CITY,CH,CHANGE OF OWNERSHIP,01/01/2019,O20170131000495,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1245361427,N,268933,8123926722,FERGUSON MEDICAL GROUP RURAL HEALTH CENTER INC,FERGUSON MEDICAL GROUP
O20190319000671,AR,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1528052107,N,043479,9436305836,LAWRENCE MEMORIAL HEALTH FOUNDATION INC,FAMILY MEDICAL CENTER,CH,CHANGE OF OWNERSHIP,01/01/2019,O20050607000257,AR,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1528052107,N,043479,9436052917,LAWRENCE MEMORIAL HOSPITAL,FAMILY MEDICAL CENTER
O20190328001426,TX,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1942773874,N,458820,6406021765,EL CAMPO MEMORIAL HOSPITAL,MID COAST MEDICAL CLINIC-PALACIOS,CH,CHANGE OF OWNERSHIP,01/01/2019,O20081002000227,TX,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1336286111,N,458820,0840278164,PALACIOS COMMUNITY MEDICAL CENTER,PALACIOS MEDICAL CLINIC
O20190329001162,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1093289431,N,268693,3678813896,MOSAIC MEDICAL CENTER - MARYVILLE,MOSAIC FAMILY CARE - SAVANNAH,CH,CHANGE OF OWNERSHIP,04/01/2019,O20130529000167,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1306280185,N,268693,8921917352,SSM REGIONAL HEALTH SERVICES,SSM HEALTH MEDICAL GROUP
O20190401002436,IA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1205300498,N,163456,3678813896,MOSAIC MEDICAL CENTER - MARYVILLE,MOSAIC FAMILY CARE - BEDFORD,CH,CHANGE OF OWNERSHIP,04/01/2019,O20040513000308,IA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1881651834,N,163456,8921917352,SSM REGIONAL HEALTH SERVICES,SSM HEALTH MEDICAL GROUP
O20190402000695,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1598239790,N,268542,3678813896,MOSAIC MEDICAL CENTER - MARYVILLE,MOSAIC SPECIALTY CARE - EAST,CH,CHANGE OF OWNERSHIP,04/01/2019,O20040504000885,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1942267547,N,268542,8921917352,SSM REGIONAL HEALTH SERVICES,SSM HEALTH MEDICAL GROUP
O20190408001970,IA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1851856132,N,168618,1951219328,CLARKE COUNTY PUBLIC HOSPITAL,CLARKE COUNTY CLINIC,CH,CHANGE OF OWNERSHIP,07/01/2019,O20170919002787,IA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1740700533,N,168968,8729992318,IOWA PHYSICIANS CLINIC MEDICAL FOUNDATION,UNITY POINT CLINIC-FAMILY MEDICINE-CLARKE COUNTY
O20190410002393,NC,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1619443827,N,343438,0345581856,"MH MISSION HOSPITAL MCDOWELL, LLLP",,CH,CHANGE OF OWNERSHIP,02/01/2019,O20101210000053,NC,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1033410840,N,343438,2264343979,THE MCDOWELL HOSPITAL INC,MCDOWELL PEDIATRICS
O20190411000850,IL,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1114491875,N,148599,8022908185,WABASH GENERAL HOSPITAL DISTRICT,WABASH GENERAL HOSPITAL PRIMARY CARE OAK ST. LOCATION,CH,CHANGE OF OWNERSHIP,07/01/2019,O20080416000154,IL,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1952588642,N,148970,5496830556,S B JANI MD PC,
O20190412000663,NC,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1972079127,N,343462,0244571644,"MH TRANSYLVANIA REGIONAL HOSPITAL, LLLP",,CH,CHANGE OF OWNERSHIP,02/01/2019,O20161027002610,NC,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1972988160,N,343462,4880592427,TRANSYLVANIA COMMUNITY HOSPITAL INC,MISSION COMMUNITY PRIMARY CARE - HAYWOOD
O20190414000001,NC,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1962978122,N,343443,0345581856,"MH MISSION HOSPITAL MCDOWELL, LLLP",MISSION HEALTH CENTER RUTHERFORD,CH,CHANGE OF OWNERSHIP,02/01/2019,O20130312000086,NC,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1790002160,N,343443,2264343979,THE MCDOWELL HOSPITAL INC,COMMUNITY MEDICINE OLD FORT
O20190414000009,NC,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1093284010,N,343411,8022359512,"MH ANGEL MEDICAL CENTER, LLLP",,CH,CHANGE OF OWNERSHIP,02/01/2019,O20100318000029,NC,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1598767964,N,343411,9638253297,ANGEL MEDICAL CENTER INC,MISSION HEALTH CENTER FRANKLIN
O20190415000378,NC,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1265908479,N,343439,0345581856,"MH MISSION HOSPITAL MCDOWELL, LLLP",,CH,CHANGE OF OWNERSHIP,02/01/2019,O20110126000131,NC,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1295037067,N,343439,2264343979,THE MCDOWELL HOSPITAL INC,MCDOWELL OB/GYN MCDOWELL INTERNAL MEDICINE
O20190416000538,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1821562265,N,268540,3678813896,MOSAIC MEDICAL CENTER - MARYVILLE,MOSAIC SPECIALTY CARE - WEST,CH,CHANGE OF OWNERSHIP,04/01/2019,O20040504000559,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1912965328,N,268540,8921917352,SSM REGIONAL HEALTH SERVICES,SSM HEALTH MEDICAL GROUP
O20190503000317,KS,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1043773591,N,178590,4486996907,ADVENTHEALTH RANSOM MEMORIAL INC,ADVENTHEALTH PRIMARY CARE WELLSVILLE,CH,CHANGE OF OWNERSHIP,05/01/2019,O20150406000349,KS,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1053704734,N,178590,9335050277,RANSOM MEMORIAL HOSPITAL,WELLSVILLE FAMILY MEDICAL CLINIC
O20190513002701,ND,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1043649486,N,353460,2466363981,JACOBSON MEMORIAL HOSPITAL CARE CENTER,,CH,CHANGE OF OWNERSHIP,07/01/2019,O20090428000591,ND,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1043649486,Y,353899,0143137786,"RICHARDTON HEALTH CENTER, INC.",RICHARDTON CLINIC - RICHARDTON HEALTH CENTER
O20190515001883,PA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1962964981,N,393434,8022907575,TITUSVILLE AREA HOSPITAL,,CH,CHANGE OF OWNERSHIP,06/01/2019,O20160311000957,PA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1730570573,N,393434,4284535790,MEADVILLE MEDICAL CENTER,MEADVILLE COMMUNITY HEALTH CENTER
O20190515002147,PA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1609338334,N,393440,8022907575,TITUSVILLE AREA HOSPITAL,,CH,CHANGE OF OWNERSHIP,06/01/2019,O20180319000191,PA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1144550476,N,393440,4284535790,MEADVILLE MEDICAL CENTER,
O20190517001371,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1952878704,N,263930,9931007929,SAINT FRANCIS MEDICAL CENTER,SAINT FRANCIS CLINIC EAST PRAIRIE,CH,CHANGE OF OWNERSHIP,01/01/2019,O20031220000008,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1982625802,N,263930,8123926722,FERGUSON MEDICAL GROUP RURAL HEALTH CENTER INC,FERGUSON MEDICAL GROUP
O20190520000385,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1588131338,N,263931,9931007929,SAINT FRANCIS MEDICAL CENTER,SAINT FRANCIS CLINIC SIKESTON,CH,CHANGE OF OWNERSHIP,01/01/2019,O20101018000557,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1285655100,N,263931,8123926722,FERGUSON MEDICAL GROUP RURAL HEALTH CENTER INC,FERGUSON MEDICAL GROUP
O20190523002043,KS,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1558824805,N,178589,4486996907,ADVENTHEALTH RANSOM MEMORIAL INC,ADVENTHEALTH OTTAWA HEALTH PARK,CH,CHANGE OF OWNERSHIP,05/01/2019,O20150204001531,KS,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1225426612,N,178589,9335050277,RANSOM MEMORIAL HOSPITAL,RANSOM MEMORIAL HEALTH SPECIALTY CARE CLINIC
O20190530001006,IA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1003389206,N,168507,0345157103,AVERA MCKENNAN,AVERA MEDICAL GROUP ROCK RAPIDS,CH,CHANGE OF OWNERSHIP,05/01/2019,O20050527000721,IA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1245300557,Y,168507,6800707100,SANFORD HEALTH NETWORK,SANFORD HEALTH ROCK RAPIDS CLINIC
O20190530001505,IA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1790258044,N,168561,0345157103,AVERA MCKENNAN,AVERA MEDICAL GROUP GEORGE,CH,CHANGE OF OWNERSHIP,05/01/2019,O20120430000703,IA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1972785723,N,168561,6800707100,SANFORD HEALTH NETWORK,SANFORD ROCK RAPIDS GEORGE CLINIC
O20190530002877,IL,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1265904486,N,148959,5092857821,HSHS MEDICAL GROUP INC,HSHS MEDICAL GROUP FAMILY & INTERNAL MEDICINE - EFFINGHAM,CH,CHANGE OF OWNERSHIP,10/30/2018,O20040618000437,IL,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1568651925,N,148959,0446159735,MID-ILLINOIS MEDICAL CARE ASSOCIATES LLC,DR. EUGENE DUST
O20190607002308,NC,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1720556269,N,343410,2769715671,"MH BLUE RIDGE MEDICAL CENTER, LLLP",,CH,CHANGE OF OWNERSHIP,02/01/2019,O20031121000422,NC,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1790760213,N,343410,0648181966,"BLUE RIDGE REGIONAL HOSPITAL, INC.",MISSION HEALTH MAUZY-PHILLIPS CENTER
O20190610001182,TX,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1841752375,N,673995,4587997754,BOSQUE COUNTY HOSPITAL DISTRICT,GOODALL-WITCHER CLINIC IN CLIFTON,CH,CHANGE OF OWNERSHIP,07/01/2019,O20130410000073,TX,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1184666026,N,673995,7012153463,GOODALL-WITCHER HOSPITAL AUTHORITY,CLIFTON MEDICAL CLINIC
O20190610001433,TX,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1720540255,N,673436,4587997754,BOSQUE COUNTY HOSPITAL DISTRICT,GOODALL-WITCHER CLINIC IN WHITNEY,CH,CHANGE OF OWNERSHIP,07/01/2019,O20141218001724,TX,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1336546266,N,673436,7012153463,GOODALL-WITCHER HOSPITAL AUTHORITY,LAKE WHITNEY MEDICAL CLINIC
O20190613002722,PA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1710449632,N,393433,8022907575,TITUSVILLE AREA HOSPITAL,,CH,CHANGE OF OWNERSHIP,06/01/2019,O20160309002497,PA,00-09,PART A PROVIDER - HOSPITAL,1649661471,N,393433,4284535790,MEADVILLE MEDICAL CENTER,
O20190613003018,PA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1053873976,N,393431,8022907575,TITUSVILLE AREA HOSPITAL,,CH,CHANGE OF OWNERSHIP,06/01/2019,O20160317001931,PA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1467843771,N,393431,4284535790,MEADVILLE MEDICAL CENTER,
O20190614000460,PA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1235691973,N,393432,8022907575,TITUSVILLE AREA HOSPITAL,,CH,CHANGE OF OWNERSHIP,06/01/2019,O20160314000481,PA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1821489139,N,393432,4284535790,MEADVILLE MEDICAL CENTER,
O20190624002790,NC,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1144796301,N,343441,0345581856,"MH MISSION HOSPITAL MCDOWELL, LLLP",,CH,CHANGE OF OWNERSHIP,02/01/2019,O20120215000753,NC,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1821376542,N,343441,2264343979,THE MCDOWELL HOSPITAL INC,FAMILY MEDICINE - NEBO
O20190625000359,NC,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1609342815,N,343414,0345581856,"MH MISSION HOSPITAL MCDOWELL, LLLP",,CH,CHANGE OF OWNERSHIP,02/01/2019,O20030804000032,NC,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1609877224,N,343414,2264343979,THE MCDOWELL HOSPITAL INC,MISSION HOSPITAL MCDOWELL
O20190628000650,TX,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1578024303,N,673943,8426051293,PERMIAN PREMIER HEALTH SERVICES INC,,CH,CHANGE OF OWNERSHIP,04/13/2019,O20180924001455,TX,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1194239905,N,673943,2163326281,BIG BEND MEDICAL GROUP,SMMG GREGG STREET CLINIC
O20190702001629,MS,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1366905028,N,258516,0345583225,PROGRESSIVE MEDICAL MANAGEMENT OF BATESVILLE LLC,PANOLA MEDICAL CENTER,CH,CHANGE OF OWNERSHIP,03/01/2019,O20170526001530,MS,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1659805554,N,258516,4587941018,BATESVILLE REGIONAL MEDICAL CENTER INC,BATESVILLE PEDIATRIC CLINIC
O20190703001330,MS,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1700349222,N,258517,0345583225,PROGRESSIVE MEDICAL MANAGEMENT OF BATESVILLE LLC,PANOLA MEDICAL CENTER,CH,CHANGE OF OWNERSHIP,03/01/2019,O20170523000706,MS,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1841724820,N,258517,4587941018,BATESVILLE REGIONAL MEDICAL CENTER INC,BATESVILLE WOMENS CLINIC
O20190711000124,MI,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1730642794,N,233990,3678543659,MEMORIAL MEDICAL CENTER OF WEST MICHIGAN,COREWELL HEALTH LUDINGTON HOSPITAL FAMILY MEDICINE-HESPERIA,CH,CHANGE OF OWNERSHIP,06/28/2019,O20100618000741,MI,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1396878773,N,233990,4880503051,NEWAYGO COUNTY GENERAL HOSPITAL ASSOCIATION,SPECTRUM HEALTH GERBER MEMORIAL FAMILY MEDICINE-HESPERIA
O20190717000133,MI,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1669935615,N,238594,1951215540,MECOSTA COUNTY MEDICAL CENTER,COREWELL HEALTH BIG RAPIDS HOSPITAL FAMILY MEDICINE-EVART,CH,CHANGE OF OWNERSHIP,06/28/2019,O20100324000869,MI,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1538265343,N,238594,6406740695,REED CITY HOSPITAL CORPORATION,SPECTRUM HEALTH REED CITY HOSPITAL EVART FAMILY PRACTICE
O20190723001340,NC,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1922577048,N,343468,9739412636,"MH HIGHLANDS-CASHIERS MEDICAL CENTER, LLLP",MISSION COMMUNITY PRIMARY CARE - CASHIERS,CH,CHANGE OF OWNERSHIP,02/01/2019,O20171208000530,NC,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1851748040,N,343468,2264331461,HIGHLANDS-CASHIERS HOSPITAL INC,MISSION COMMUNITY PRIMARY CARE-CASHIERS
